Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
532475,Aptech Ltd.,APTECHT,APTECH LTD.,Active,B ,10.00,INE266F01018,Education,Equity,Consumer Discretionary,Consumer Services,Other Consumer Services,Education,
532476,Venky's (India) ltd.,VENPHBB,VENPHBB,Delisted,B ,10.00,-, ,Equity,-,-,-,-,
532477,Union Bank of India,UNIONBANK,UNION BANK OF INDIA,Active,A ,10.00,INE692A01016,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank,
532478,United Breweries Ltd.,UBL,UNITED BREWERIES LTD.-$,Active,A ,1.00,INE686F01025,Breweries & Distilleries,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,
532479,ISMT Limited,ISMTLTD,ISMT LTD.,Active,B ,5.00,INE732F01019,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,
532480,Allahabad Bank,ALBK,ALLAHABAD BANK,Delisted,B ,10.00,INE428A01015, ,Equity,-,-,-,-,
532481,Noida Toll Bridge Company Ltd,NOIDATOLL,NOIDA TOLL BRIDGE COMPANY LTD.,Active,B ,10.00,INE781B01015,Road Assets–Toll- Annuity- Hybrid-Annuity,Equity,Services,Services,Transport Infrastructure,"Road Assets–Toll, Annuity, Hybrid-Annuity",
532482,Granules India Ltd.,GRANULES,GRANULES INDIA LTD.-$,Active,A ,1.00,INE101D01020,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
532483,Canara Bank,CANBK,CANARA BANK,Active,A ,10.00,INE476A01014,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank,
532484,Sun Pharmaceutical Industries Ltd.,SUNBBPH,SUNBBPH,Delisted,B ,10.00,-, ,Equity,-,-,-,-,
532485,Balmer Lawrie Investments Ltd.,BLIL,BALMER LAWRIE INVESTMENTS LTD.,Active,B ,10.00,INE525F01017,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
532486,Pokarna Ltd.,POKARNA,POKARNA LTD.,Active,B ,2.00,INE637C01025,Granites & Marbles,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Granites & Marbles,
532487,ECE Industries Ltd.,ECEINDBBPH,ECEINDBBPH,Delisted,B ,10.00,INE588B01014, ,Equity,-,-,-,-,
532488,Divi's Laboratories Ltd.,DIVISLAB,DIVI'S LABORATORIES LTD.,Active,A ,2.00,INE361B01024,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
532489,Arvind Products Ltd,ARVINPRO,ARVIND PRODUCTS LTD.,Delisted,B ,10.00,INE764A01013, ,Equity,-,-,-,-,
532490,Rane Engine Valves Ltd.,RANENGIN,RANE ENGINE VALVE LTD.,Delisted,B ,10.00,INE385A01017, ,Equity,-,-,-,-,
532491,ECE Industries Ltd.,ECEIND,ECE INDUSTRIES LTD.-$,Delisted,B ,10.00,INE588B01014, ,Equity,-,-,-,-,
532492,Indo Gulf Fertilisers Limited,INDOGULFFE,INDO GULF FERTILISERS LTD.,Delisted,B ,10.00,INE911F01019, ,Equity,-,-,-,-,
532493,Astra Microwave Products Ltd.,ASTRAMICRO,ASTRA MICROWAVE PRODUCTS LTD.,Active,A ,2.00,INE386C01029,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,
532494,Micro Technologies (India) Ltd.,MICROTECH,MICRO TECHNOLOGIES (INDIA) LTD.-$,Delisted,XT,10.00,INE358B01012, ,Equity,-,-,-,-,
532495,Fine-line Circuits Ltd.,FINLNCBBPH,FINLNCBBPH,Delisted,B ,10.00,-, ,Equity,-,-,-,-,
532497,Radico Khaitan Ltd.,RADICO,RADICO KHAITAN LTD.,Active,A ,2.00,INE944F01028,Breweries & Distilleries,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,
532498,Shriram-City Union Finance Ltd.,SHRIRAMCIT,SHRIRAM CITY UNION FINANCE LTD.,Delisted,A ,10.00,INE722A01011,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
532500,Maruti Suzuki India  Ltd.,MARUTI,MARUTI SUZUKI INDIA LTD.,Active,A ,5.00,INE585B01010,Passenger Cars & Utility Vehicles,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles,
532501,Indo Rama Textiles Limited.,INDORAMTX,INDO RAMA TEXTILES LTD.,Delisted,B ,10.00,INE059G01015, ,Equity,-,-,-,-,
532502,Mazda Ltd.,MAZDABBPH,MAZDABBPH,Delisted,Z ,10.00,-, ,Equity,-,-,-,-,
532503,Rajapalayam Mills Limited,RAJPALAYAM,RAJAPALAYAM MILLS LTD.-$,Active,X ,10.00,INE296E01026,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
532504,Navin Fluorine International Limited,NAVINFLUOR,Navin Fluorine International Limited-$,Active,A ,2.00,INE048G01026,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,
532505,UCO Bank,UCOBANK,UCO BANK,Active,A ,10.00,INE691A01018,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank,
532506,Ace Software Exports ltd.,ACESFEXBBPH,ACESFEXBBPH,Delisted,B ,10.00,-, ,Equity,-,-,-,-,
532507,B.A.G. Films & Media Ltd,BAGFILMS,B.A.G.FILMS & MEDIA LTD.,Active,T ,2.00,INE116D01028,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,
532508,Jindal Stainless Limited,JSL,JINDAL STAINLESS LTD.,Active,A ,2.00,INE220G01021,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,
532509,Suprajit Engineering Ltd.,SUPRAJIT,SUPRAJIT ENGINEERING LTD.-$,Active,A ,1.00,INE399C01030,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
532510,"Ashok Leyland Finance Ltd.,",ASLEYF,ASLEYF,Delisted,B ,10.00,IN9251A01019, ,Equity,-,-,-,-,
532511,Excel Crop Care Ltd.,EXCELCROP,EXCEL CROP CARE LTD.,Delisted,B ,5.00,INE223G01017, ,Equity,-,-,-,-,
532512,Mawana Sugars Ltd.,MAWANA,MAWANA SUGARS LTD.,Delisted,B ,10.00,INE255G01019, ,Equity,-,-,-,-,
532513,TVS Electronics Ltd.,TVSELECT,TVS ELECTRONICS LTD.,Active,B ,10.00,INE236G01019,Computers Hardware & Equipments,Equity,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,
532514,Indraprashtha Gas Ltd.,IGL,INDRAPRASTHA GAS LTD.,Active,A ,2.00,INE203G01027,LPG/CNG/PNG/LNG Supplier,Equity,Energy,"Oil, Gas & Consumable Fuels",Gas,LPG/CNG/PNG/LNG Supplier,
532515,T.V.Today Network Limited,TVTODAY,TV TODAY NETWORK LTD.,Active,B ,5.00,INE038F01029,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,
532516,Surya Pharmaceutical Ltd.,SURYAPHARM,SURYA PHARMACEUTICAL LTD.,Delisted,Z ,1.00,INE249G01020, ,Equity,-,-,-,-,
532517,Patni Computer Systems Limited,PATNI,PATNI COMPUTER SYSTEMS LTD.,Delisted,B ,2.00,INE660F01012, ,Equity,-,-,-,-,
532518,Florence Investech Limited,FLORENCE,Florence Investech Limited-$,Delisted,X ,10.00,INE211G01020, ,Equity,-,-,-,-,
532519,JK Sugar Limited,JKSUGAR,JK SUGAR LTD.-$,Delisted,T ,10.00,INE210G01014, ,Equity,-,-,-,-,
532521,Palred Technologies Limited,PALRED,Palred Technologies Limited,Active,B ,10.00,INE218G01033,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,
532522,PETRONET LNG LTD.,PETRONET,PETRONET LNG LTD.,Active,A ,10.00,INE347G01014,LPG/CNG/PNG/LNG Supplier,Equity,Energy,"Oil, Gas & Consumable Fuels",Gas,LPG/CNG/PNG/LNG Supplier,
532523,Biocon Ltd.,BIOCON,BIOCON LTD.,Active,A ,5.00,INE376G01013,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
532524,PTC India Ltd,PTC,PTC INDIA LTD.,Active,A ,10.00,INE877F01012,Power Trading,Equity,Utilities,Power,Power,Power Trading,
532525,Bank of maharashtra,MAHABANK,BANK OF MAHARASHTRA,Active,A ,10.00,INE457A01014,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank,
532526,Dishman Pharmaceuticals & Chemicals Ltd.,DISHMAN,DISHMAN PHARMACEUTICALS & CHEMICALS LTD.,Delisted,B ,2.00,INE353G01020, ,Equity,-,-,-,-,
532527,ramkrishna forgings Ltd.,RKFORGE,RAMKRISHNA FORGINGS LTD.,Active,A ,2.00,INE399G01023,Castings & Forgings,Equity,Industrials,Capital Goods,Industrial Products,Castings & Forgings,
532528,Datamatics Global Services Limited,DATAMATICS,DATAMATICS GLOBAL SERVICES LTD.,Active,B ,5.00,INE365B01017,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,
532529,New Delhi Television Limited,NDTV,NEW DELHI TELEVISION LTD.,Active,A ,4.00,INE155G01029,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,
532530,Mastek Limited,MASTEKBBPH,MASTEKBBPH,Delisted,B ,0.00,-, ,Equity,-,-,-,-,
532531,STRIDES PHARMA SCIENCE LIMITED,STAR,Strides Pharma Science Ltd,Active,A ,10.00,INE939A01011,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
532532,Jaiprakash Associates Limited,JPASSOCIAT,JAIPRAKASH ASSOCIATES LTD.,Active,A ,2.00,INE455F01025,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,
532533,Avery India Ltd.,AVERYBBPH,AVERYBBPH,Delisted,B ,10.00,-, ,Equity,-,-,-,-,
532534,Reliance Infrastructure Ltd,RELBBPHY,RELBBPHY,Delisted,B ,10.00,-, ,Equity,-,-,-,-,
532535,"Britannia Industries Ltd.,",BRITANIBBPH,BRITANIBBPH,Delisted,B ,10.00,-, ,Equity,-,-,-,-,
532536,Kojam Fininvest Limited,KOJAM,KOJAM FININVEST LTD.,Delisted,B ,10.00,INE336G01017, ,Equity,-,-,-,-,
532537,Lumax Automotive Systems Ltd.,LUMAXAUTO,LUMAX AUTOMOTIVE SYSTEMS LTD.,Delisted,Z ,10.00,INE547G01019, ,Equity,-,-,-,-,
532538,UltraTech Cement Ltd,ULTRACEMCO,ULTRATECH CEMENT LTD.,Active,A ,10.00,INE481G01011,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,
532539,UNO Minda Limited,UNOMINDA,UNO Minda Ltd-$,Active,A ,2.00,INE405E01023,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
532540,Tata Consultancy Services Ltd.,TCS,TATA CONSULTANCY SERVICES LTD.,Active,A ,1.00,INE467B01029,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,
532541,COFORGE LIMITED,COFORGE,Coforge Ltd,Active,A ,10.00,INE591G01017,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,
532542,Crew B.O.S. Products Ltd.,CREWBOS,CREW B.O.S.PRODUCTS LTD.,Delisted,Z ,10.00,INE514G01019, ,Equity,-,-,-,-,
532543,GP Petroleums Limited,GULFPETRO,GP Petroleums Limited,Active,B ,5.00,INE586G01017,Lubricants,Equity,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Lubricants,
532544,Indiabulls Financial Services Ltd.,IBULLS,INDIABULLS FINANCIAL SERVICES LTD.,Delisted,A ,2.00,INE894F01025, ,Equity,-,-,-,-,
532545,Fresenius Kabi Oncology Limited,FKONCO,FRESENIUS KABI ONCOLOGY LTD.,Delisted,B ,1.00,INE575G01010, ,Equity,-,-,-,-,
532548,Century Plyboards (India) Ltd.,CENTURYPLY,CENTURY PLYBOARDS (I) LTD.-$,Active,A ,1.00,INE348B01021,Plywood Boards/ Laminates,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates,
532553,Welspun Enterprises Limited,WELENT,Welspun Enterprises Ltd,Active,A ,10.00,INE625G01013,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,
532555,NTPC Limited,NTPC,NTPC LTD.,Active,A ,10.00,INE733E01010,Power Generation,Equity,Utilities,Power,Power,Power Generation,
532604,S.A.L. Steel Ltd.,SALSTEEL,S.A.L.STEEL LTD.,Active,T ,10.00,INE658G01014,Sponge Iron,Equity,Commodities,Metals & Mining,Ferrous Metals,Sponge Iron,
532605,JBM Auto Limited,JBMA,JBM AUTO LTD.,Active,T ,2.00,INE927D01044,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
532606,Parekh Aluminex Ltd.,PARAL,PAREKH ALUMINEX LTD.,Delisted,Z ,10.00,INE620C01013, ,Equity,-,-,-,-,
532607,Ontrack Systems Ltd.,ONTRACK,ONTRACK SYSTEMS LTD.,Delisted,Z ,10.00,INE426B01033, ,Equity,-,-,-,-,
532608,Deccan Chronicle Holdings Ltd.,DCHL,DECCAN CHRONICLE HOLDINGS LTD.,Delisted,Z ,2.00,INE137G01027, ,Equity,-,-,-,-,
532609,Bharati Defence and Infrastructure Ltd,BHARATIDIL,Bharati Defence and Infrastructure Ltd,Suspended,Z ,10.00,INE673G01013,Ship Building & Allied Services,Equity,Industrials,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services,
532610,Dwarikesh Sugar Industries Ltd.,DWARKESH,DWARIKESH SUGAR INDUSTRIES LTD.,Active,A ,1.00,INE366A01041,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,
532611,Reliance Industries Ltd,RILBBPH,RILBBPH,Delisted,B ,10.00,INE002A01018, ,Equity,-,-,-,-,
532612,Indoco Remedies Ltd.,INDOCO,INDOCO REMEDIES LTD.,Active,A ,2.00,INE873D01024,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
532613,VIP Clothing Limited,VIPCLOTHNG,VIP Clothing Ltd,Active,T ,2.00,INE450G01024,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,
532614,Impex Ferro tech Ltd.,IMPEXFERRO,IMPEX FERRO TECH LTD.,Active,T ,10.00,INE691G01015,Ferro & Silica Manganese,Equity,Commodities,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese,
532615,ETC Network Limited,ETC,ETC NETWORKS LTD.,Delisted,T ,10.00,INE695G01016, ,Equity,-,-,-,-,
532616,Xchanging Solutions Limited,XCHANGING,XCHANGING SOLUTIONS LTD.,Active,B ,10.00,INE692G01013,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,
532617,Jet Airways (India) Ltd,JETAIRWAYS,JET AIRWAYS (INDIA) LTD.,Active,Z ,10.00,INE802G01018,Airline,Equity,Services,Services,Transport Services,Airline,
532618,Vishal Exports Overseas Ltd.,VISHALEXPO,VISHAL EXPORTS OVERSEAS LTD.,Delisted,B ,1.00,INE167C01023, ,Equity,-,-,-,-,
532619,UTV Software Communications Ltd.,UTVSOF,UTV SOFTWARE COMMUNICATIONS LTD.,Delisted,A ,10.00,INE507B01022, ,Equity,-,-,-,-,
532620,Aegis Logistics Ltd.,AEGISLOGBB,AEGISLOGBB,Delisted,P ,10.00,-, ,Equity,-,-,-,-,
532621,Morarjee Textiles Limited,MORARJEE,MORARJEE TEXTILES LTD.,Active,B ,7.00,INE161G01027,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
532622,GATEWAY DISTRIPARKS LTD.,GDL,GATEWAY DISTRIPARKS LTD.,Delisted,A ,10.00,INE852F01015,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider,
532623,N.R.International Limited,NRINTER,N.R.INTERNATIONAL LTD.,Suspended,Z ,10.00,INE605F01017,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
532624,Jindal Photo Limited,JINDALPHOT,JINDAL PHOTO LTD.,Active,B ,10.00,INE796G01012,Household Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Household Products,
532625,FERMENTA BIOTECH LIMITED,DILBBPH,DILBBPH,Delisted,B ,10.00,-, ,Equity,-,-,-,-,
532626,Pondy Oxides & Chemicals Limited,POCL,PONDY OXIDES & CHEMICALS LTD.,Active,B ,10.00,INE063E01046,Ferro & Silica Manganese,Equity,Commodities,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese,
532627,Jaiprakash Power Ventures Limited,JPPOWER,Jaiprakash Power Ventures Limited,Active,A ,10.00,INE351F01018,Power Generation,Equity,Utilities,Power,Power,Power Generation,
532628,3i Infotech limited,3IINFOTECH,3I INFOTECH LTD.,Active,B ,10.00,INE748C01038,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,
532629,McNally Bharat Engineering Company Limited,MBECL,MCNALLY BHARAT ENGINEERING COMPANY LTD.,Active,T ,10.00,INE748A01016,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,
532630,Gokaldas Exports Ltd,GOKEX,GOKALDAS EXPORTS LTD.,Active,A ,5.00,INE887G01027,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,
532631,Fame India Ltd,FAMEINDIA,FAME INDIA LTD.,Delisted,B ,10.00,INE886G01011, ,Equity,-,-,-,-,
532632,GlaxoSmithkline Pharmaceuticals Ltd.,GLAXOSMBBPH,GLAXOSMBBPH,Delisted,B ,10.00,-, ,Equity,-,-,-,-,
532633,Allsec Technologies Ltd.,ALLSEC,ALLSEC TECHNOLOGIES LTD.,Active,B ,10.00,INE835G01018,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Equity,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),
532635,ETC Network Limited,ETCBBPH,ETCBBPH,Delisted,B ,10.00,            , ,Equity,-,-,-,-,
532636,IIFL FINANCE LIMITED ,IIFL,IIFL Finance Ltd,Active,A ,2.00,INE530B01024,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
532637,Mangalam Drugs and Organics Ltd.,MANGALAM,MANGALAM DRUGS & ORGANICS LTD.,Active,B ,10.00,INE584F01014,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
532638,Shoppers Stop Ltd,SHOPERSTOP,SHOPPERS STOP LTD.,Active,A ,5.00,INE498B01024,Diversified Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail,
532639,Polaris Consulting & Services Limited,POLARISBBPH,POLARISBBPH,Delisted,B ,5.00,-, ,Equity,-,-,-,-,
532640,Cyber Media (India) Ltd.,CYBERMEDIA,CYBER MEDIA (INDIA) LTD.,Active,T ,10.00,INE278G01037,Electronic Media,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Media,Electronic Media,
532641,Nandan Denim Limited,NDL,Nandan Denim Limited,Active,B ,10.00,INE875G01030,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
532642,JSW Holdings Limited,JSWHL,JSW Holdings Limited,Active,B ,10.00,INE824G01012,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company,
532643,Shree Ganesh Forgings Ltd.,SGFL,SHREE GANESH FORGINGS LTD.,Delisted,Z ,10.00,INE883G01018, ,Equity,-,-,-,-,
532644,J.K. CEMENT LTD,JKCEMENT,J.K.CEMENT LTD.,Active,A ,10.00,INE823G01014,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,
532645,Beeyu Overseas Ltd.,BEEYU,BEEYU OVERSEAS LTD.,Active,X ,10.00,INE052B01011,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
532646,Uniply Industries Ltd.,UNIPLY,UNIPLY INDUSTRIES LTD.,Suspended,Z ,2.00,INE950G01023,Plywood Boards/ Laminates,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates,
532647,Provogue (India) Ltd.,PROVOGE,PROVOGUE (INDIA) LTD.,Delisted,X ,1.00,INE968G01033, ,Equity,-,-,-,-,
532648,Yes Bank Ltd.,YESBANK,YES BANK LTD.,Active,A ,2.00,INE528G01035,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank,
532649,Nectar Lifesciences Limited,NECLIFE,NECTAR LIFESCIENCES LTD.,Active,B ,1.00,INE023H01027,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
532650,MSP STEEL & POWER LTD.,MSPL,MSP STEEL & POWER LTD.,Active,T ,10.00,INE752G01015,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,
532651,SPL INDUSTRIES LIMITED,SPLIL,SPL INDUSTRIES LTD.,Active,B ,10.00,INE978G01016,Trading - Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Trading - Textile Products,
532652,Karnataka Bank Ltd.,KTKBANK,KARNATAKA BANK LTD.,Active,A ,10.00,INE614B01018,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank,
532653,HSBC InvestDirect(India) Ltd,HINVDIR,HSBC INVESTDIRECT (INDIA) LTD.,Delisted,B ,10.00,INE800B01013, ,Equity,-,-,-,-,
532654,McLeod Russel India Limited,MCLEODRUSS,MCLEOD RUSSEL INDIA LTD.,Active,T ,5.00,INE942G01012,Tea & Coffee,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,
532655,Shri Ramrupai Balaji Steels Ltd.,BALASTEELS,SHRI RAMRUPAI BALAJI STEELS LTD.,Delisted,T ,10.00,INE977G01018, ,Equity,-,-,-,-,
532656,FACOR Alloys Limited,FACORALL,FACOR ALLOYS LTD.,Active,X ,1.00,INE828G01013,Ferro & Silica Manganese,Equity,Commodities,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese,
532657,FACOR Steels Limited,FACORSTE,FACOR STEELS LTD.,Suspended,Z ,1.00,INE829G01011,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,
532658,Eon Electric Ltd,EON,EON ELECTRIC LTD.,Suspended,Z ,5.00,INE076H01025,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,
532659,IDFC LIMITED,IDFC,IDFC LIMITED,Active,A ,10.00,INE043D01016,Holding Company,Equity,Financial Services,Financial Services,Finance,Holding Company,
532660,Vivimed Labs Ltd.,VIVIMEDLAB,VIVIMED LABS LTD.,Suspended,Z ,2.00,INE526G01021,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
532661,Rane (Madras)  Ltd.,RML,RANE (MADRAS) LTD.,Active,B ,10.00,INE050H01012,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
532662,HT Media Ltd,HTMEDIA,HT MEDIA LTD.,Active,B ,2.00,INE501G01024,Print Media,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Media,Print Media,
532663,Sasken Technologies Limited,SASKEN,Sasken Technologies Ltd,Active,B ,10.00,INE231F01020,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,
532664,Amar Remedies Ltd.,AMAR,AMAR REMEDIES LTD.,Delisted,XT,10.00,INE787G01011, ,Equity,-,-,-,-,
532665,Rajvir Industries Limited,RAJVIR,RAJVIR INDUSTRIES LTD.,Active,Z ,10.00,INE011H01014,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
532666,FCS Software Solutions Ltd.,FCSSOFT,FCS SOFTWARE SOLUTIONS LTD.,Active,B ,1.00,INE512B01022,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,
532667,SUZLON ENERGY LTD.,SUZLON,SUZLON ENERGY LTD.,Active,A ,2.00,INE040H01021,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,
532668,Aurionpro Solutions Ltd.,AURIONPRO,AURIONPRO SOLUTIONS LTD.,Active,B ,10.00,INE132H01018,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,
532669,Southern Online Bio Technologies Ltd.,SBTL,SOUTHERN ONLINE BIO TECHNOLOGIES LTD.,Suspended,XT,10.00,INE371B01023,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,
532670,Shree Renuka Sugars Ltd.,RENUKA,SHREE RENUKA SUGARS LTD.,Active,A ,1.00,INE087H01022,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,
532671,Jyothy Consumer Products Limited,JYOTHYCONS,JYOTHY CONSUMER PRODUCTS LTD.,Delisted,B ,10.00,INE099H01019, ,Equity,-,-,-,-,
532672,Glodyne Technoserve Ltd,GLODYNE,GLODYNE TECHNOSERVE LTD.,Delisted,Z ,6.00,INE932G01021, ,Equity,-,-,-,-,
532673,K. M. Sugar Mills Ltd.,KMSUGAR,K.M.SUGAR MILLS LTD.,Active,B ,2.00,INE157H01023,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,
532674,Bannari Amman Spinning Mills Ltd,BASML,BANNARI AMMAN SPINNING MILLS LTD.,Active,B ,5.00,INE186H01022,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
532675,Prithvi Information Solutions Ltd.,PRITHVI,PRITHVI INFORMATION SOLUTIONS LTD.,Delisted,Z ,10.00,INE700C01013, ,Equity,-,-,-,-,
532676,PBA INFRASTRUCTURE LTD.,PBAINFRA,PBA INFRASTRUCTURE LTD.,Active,B ,10.00,INE160H01019,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,
532677,VIKASH METAL AND POWER LTD.,VIKASHMET,VIKASH METAL & POWER LTD.,Delisted,T ,10.00,INE158H01013, ,Equity,-,-,-,-,
532678,Bombay Rayon Fashions Ltd.,BRFL,BOMBAY RAYON FASHIONS LTD.,Suspended,Z ,10.00,INE589G01011,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
532679,SORIL Infra Resources Limited,SORILINFRA,SORIL Infra Resources Ltd,Delisted,B ,10.00,INE034H01016,Diversified,Equity,Diversified,Diversified,Diversified,Diversified,
532680,Prime Securities Ltd.,PRIMESEBBPH,PRIMESEBBPH,Delisted,B ,5.00,-, ,Equity,-,-,-,-,
